8D5U5524.png,0.737296,1,0.6260784,0.7471767,1,0.6136438,0.7180665,1,0.6502368,0.7554259,1,0.6323493,0.748154,1,0.6067427,0.7654428,1,0.5892159,0.7957314,1,0.572363
8D5U5525.png,0.7187906,1,0.6323975,0.7729113,1,0.6970009,0.7722658,1,0.5876684,0.7572339,1,0.6254371,0.7999508,1,0.6233338,0.7757766,1,0.5535848,0.7522812,1,0.8769525
8D5U5526.png,0.8216786,1,0.4178323,0.8171837,1,0.4274577,0.802366,1,0.4507334,0.8221139,1,0.4371373,0.8170784,1,0.4286877,0.8322052,1,0.4037698,0.8066896,1,0.4355111
8D5U5533.png,0.623542,1,0.7158006,0.638661,1,0.6928846,0.6500374,1,0.6992499,0.6886889,1,0.6576528,0.636227,1,0.6961458,0.654979,1,0.6779332,0.628422,1,0.7056495
8D5U5534.png,0.8250194,1,0.597851,0.8759143,1,0.5731804,0.8516358,1,0.5789087,0.9042461,1,0.5655063,1.012006,1,0.5652902,0.924067,1,0.567862,0.8561908,1,0.5779876
8D5U5535.png,0.6608187,1,0.6520468,0.6469025,1,0.7014415,0.6533594,1,0.7021658,0.659532,1,0.6904744,0.6432603,1,0.7034988,0.6685652,1,0.6771584,0.6264158,1,0.7244648
8D5U5536.png,0.5662869,1,0.8176366,0.6681823,1,0.732623,0.6794773,1,0.7185726,0.6543226,1,0.7293594,0.6961823,1,0.741439,0.6472105,1,0.7107117,0.7206244,1,0.7043519
8D5U5539.png,0.7014134,1,0.6369258,0.7037759,1,0.6282422,0.7034835,1,0.6229283,0.7099211,1,0.628549,0.7057255,1,0.6219703,0.7066535,1,0.6017311,0.7033336,1,0.6334051
8D5U5540.png,0.5457587,1,0.9098603,0.5700503,1,0.850461,0.5768977,1,0.8586353,0.6053127,1,0.6958294,0.5598395,1,0.866113,0.5690183,1,0.7973037,0.6118373,1,0.7785236
8D5U5541.png,0.5445026,1,1.173251,0.7179292,1,0.9553123,0.615182,1,0.9405091,0.6722165,1,0.8884641,0.6937772,1,0.9739176,0.5840432,1,0.8404108,0.9437705,1,1
8D5U5543.png,0.5545659,1,0.8797331,0.6029918,1,0.8168257,0.6029032,1,0.8166492,0.5924171,1,0.832462,0.6017495,1,0.8181233,0.5886788,1,0.8196777,0.6102003,1,0.8073581
8D5U5545.png,0.8528529,1,0.4294294,0.8437301,1,0.4341008,0.8655752,1,0.4297382,0.8846141,1,0.4322326,0.8371339,1,0.4340793,0.8573652,1,0.4371297,0.832729,1,0.4393095
8D5U5547.png,0.8583196,1,0.5304776,0.9521698,1,0.5053686,0.925368,1,0.4979739,0.9436363,1,0.4855882,0.9826364,1,0.5215367,0.8904612,1,0.4981117,0.9913644,1,0.4538881
8D5U5549.png,0.7859427,1,0.5654954,0.6649332,1,0.7842976,0.695352,1,0.742548,0.7060455,1,0.7236623,0.6710885,1,0.7696518,0.7086826,1,0.6682072,0.6947585,1,0.9079118
8D5U5550.png,0.8051949,1,0.538961,0.5935071,1,0.8007334,0.640762,1,0.7846175,0.6848317,1,0.7683009,0.5920492,1,0.7958728,0.7015963,1,0.6838125,0.594817,1,0.808642
8D5U5554.png,0.8522853,1,0.5094759,0.9209622,1,0.4957021,1.005765,1,0.4005436,0.9356816,1,0.4524915,0.9487857,1,0.4721499,1.015595,1,0.3595355,0.8183941,1,0.548828
8D5U5556.png,0.8676844,1,0.4300255,0.8175642,1,0.5095292,0.8209733,1,0.5037655,0.8428647,1,0.5204698,0.826045,1,0.4673698,0.8401683,1,0.4584632,0.8146774,1,0.6657089
8D5U5557.png,0.849315,1,0.436073,0.9439277,1,0.6864324,0.8557973,1,0.6178613,0.8674343,1,0.5965158,0.928591,1,0.6069055,0.8383594,1,0.5491992,1,1,1
8D5U5561.png,0.5936978,1,0.8278381,0.5953417,1,0.8571061,0.6137715,1,0.8324082,0.6371483,1,0.7688324,0.5968524,1,0.8525715,0.6569624,1,0.6641541,0.5892412,1,0.8695062
8D5U5562.png,0.5884219,1,0.8568596,0.812732,1,0.9203706,0.7248128,1,0.8078225,0.6944059,1,0.7886037,0.8441798,1,0.9462002,0.715553,1,0.7630992,1,1,1
